# http://127.0.0.1:4908 --workers 5 --loaded-duration-minutes 2 --output-dir plot-render-output
# {"appUrl":"http://127.0.0.1:4908","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"plot-render-output","overwriteOutput":false,"recordingPath":"plot-render.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
8,3,1,PLAYER_SESSION_CREATE,1554170209681,0,
8,3,1,REQ_HOME_START,1554170209681,3,
8,3,1,REQ_HOME_END,1554170209707,3,
8,3,1,REQ_GET_START,1554170209707,4,
8,3,1,REQ_GET_END,1554170209709,4,
8,3,1,REQ_GET_START,1554170209709,5,
8,3,1,REQ_GET_END,1554170209712,5,
8,3,1,REQ_GET_START,1554170209712,6,
8,3,1,REQ_GET_END,1554170209714,6,
8,3,1,REQ_GET_START,1554170209714,7,
8,3,1,REQ_GET_END,1554170209718,7,
8,3,1,REQ_GET_START,1554170209718,8,
8,3,1,REQ_GET_END,1554170209720,8,
8,3,1,REQ_GET_START,1554170209720,9,
8,3,1,REQ_GET_END,1554170209723,9,
8,3,1,REQ_GET_START,1554170209723,10,
8,3,1,REQ_GET_END,1554170209726,10,
8,3,1,REQ_GET_START,1554170209726,11,
8,3,1,REQ_GET_END,1554170209728,11,
8,3,1,REQ_GET_START,1554170209728,12,
8,3,1,REQ_GET_END,1554170209730,12,
8,3,1,REQ_GET_START,1554170209730,13,
8,3,1,REQ_GET_END,1554170209732,13,
8,3,1,WS_OPEN_START,1554170209732,14,
8,3,1,WS_OPEN_END,1554170209735,14,
8,3,1,PLAYBACK_SLEEPBEFORE_START,1554170209735,15,
8,3,1,PLAYBACK_SLEEPBEFORE_END,1554170209762,15,
8,3,1,WS_SEND_START,1554170209762,15,
8,3,1,WS_SEND_END,1554170209762,15,
8,3,1,WS_RECV_INIT_START,1554170209762,16,
8,3,1,WS_RECV_INIT_END,1554170209762,16,
8,3,1,WS_RECV_START,1554170209763,17,
8,3,1,WS_RECV_END,1554170212145,17,
8,3,1,PLAYBACK_SLEEPBEFORE_START,1554170212145,18,
8,3,1,PLAYBACK_SLEEPBEFORE_END,1554170248866,18,
8,3,1,WS_CLOSE_START,1554170248866,18,
8,3,1,WS_CLOSE_END,1554170248866,18,
8,3,1,PLAYBACK_DONE,1554170248866,0,
