# http://127.0.0.1:4908 --workers 5 --loaded-duration-minutes 2 --output-dir plot-render-output
# {"appUrl":"http://127.0.0.1:4908","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"plot-render-output","overwriteOutput":false,"recordingPath":"plot-render.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
11,1,2,PLAYER_SESSION_CREATE,1554170233081,0,
11,1,2,REQ_HOME_START,1554170233081,3,
11,1,2,REQ_HOME_END,1554170233109,3,
11,1,2,REQ_GET_START,1554170233109,4,
11,1,2,REQ_GET_END,1554170233111,4,
11,1,2,REQ_GET_START,1554170233111,5,
11,1,2,REQ_GET_END,1554170233114,5,
11,1,2,REQ_GET_START,1554170233114,6,
11,1,2,REQ_GET_END,1554170233117,6,
11,1,2,REQ_GET_START,1554170233117,7,
11,1,2,REQ_GET_END,1554170233123,7,
11,1,2,REQ_GET_START,1554170233123,8,
11,1,2,REQ_GET_END,1554170233125,8,
11,1,2,REQ_GET_START,1554170233125,9,
11,1,2,REQ_GET_END,1554170233128,9,
11,1,2,REQ_GET_START,1554170233128,10,
11,1,2,REQ_GET_END,1554170233131,10,
11,1,2,REQ_GET_START,1554170233131,11,
11,1,2,REQ_GET_END,1554170233133,11,
11,1,2,REQ_GET_START,1554170233133,12,
11,1,2,REQ_GET_END,1554170233135,12,
11,1,2,REQ_GET_START,1554170233135,13,
11,1,2,REQ_GET_END,1554170233137,13,
11,1,2,WS_OPEN_START,1554170233137,14,
11,1,2,WS_OPEN_END,1554170233155,14,
11,1,2,PLAYBACK_SLEEPBEFORE_START,1554170233155,15,
11,1,2,PLAYBACK_SLEEPBEFORE_END,1554170233181,15,
11,1,2,WS_SEND_START,1554170233182,15,
11,1,2,WS_SEND_END,1554170233182,15,
11,1,2,WS_RECV_INIT_START,1554170233182,16,
11,1,2,WS_RECV_INIT_END,1554170233182,16,
11,1,2,WS_RECV_START,1554170233182,17,
11,1,2,WS_RECV_END,1554170235471,17,
11,1,2,PLAYBACK_SLEEPBEFORE_START,1554170235471,18,
11,1,2,PLAYBACK_SLEEPBEFORE_END,1554170272192,18,
11,1,2,WS_CLOSE_START,1554170272193,18,
11,1,2,WS_CLOSE_END,1554170272193,18,
11,1,2,PLAYBACK_DONE,1554170272193,0,
