# http://127.0.0.1:4908 --workers 5 --loaded-duration-minutes 2 --output-dir plot-render-output
# {"appUrl":"http://127.0.0.1:4908","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"plot-render-output","overwriteOutput":false,"recordingPath":"plot-render.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
6,1,1,PLAYER_SESSION_CREATE,1554170194114,0,
6,1,1,REQ_HOME_START,1554170194114,3,
6,1,1,REQ_HOME_END,1554170194135,3,
6,1,1,REQ_GET_START,1554170194135,4,
6,1,1,REQ_GET_END,1554170194137,4,
6,1,1,REQ_GET_START,1554170194137,5,
6,1,1,REQ_GET_END,1554170194140,5,
6,1,1,REQ_GET_START,1554170194141,6,
6,1,1,REQ_GET_END,1554170194143,6,
6,1,1,REQ_GET_START,1554170194143,7,
6,1,1,REQ_GET_END,1554170194145,7,
6,1,1,REQ_GET_START,1554170194145,8,
6,1,1,REQ_GET_END,1554170194147,8,
6,1,1,REQ_GET_START,1554170194147,9,
6,1,1,REQ_GET_END,1554170194150,9,
6,1,1,REQ_GET_START,1554170194150,10,
6,1,1,REQ_GET_END,1554170194153,10,
6,1,1,REQ_GET_START,1554170194153,11,
6,1,1,REQ_GET_END,1554170194155,11,
6,1,1,REQ_GET_START,1554170194155,12,
6,1,1,REQ_GET_END,1554170194157,12,
6,1,1,REQ_GET_START,1554170194157,13,
6,1,1,REQ_GET_END,1554170194159,13,
6,1,1,WS_OPEN_START,1554170194159,14,
6,1,1,WS_OPEN_END,1554170194162,14,
6,1,1,PLAYBACK_SLEEPBEFORE_START,1554170194162,15,
6,1,1,PLAYBACK_SLEEPBEFORE_END,1554170194188,15,
6,1,1,WS_SEND_START,1554170194188,15,
6,1,1,WS_SEND_END,1554170194188,15,
6,1,1,WS_RECV_INIT_START,1554170194189,16,
6,1,1,WS_RECV_INIT_END,1554170194189,16,
6,1,1,WS_RECV_START,1554170194189,17,
6,1,1,WS_RECV_END,1554170196361,17,
6,1,1,PLAYBACK_SLEEPBEFORE_START,1554170196361,18,
6,1,1,PLAYBACK_SLEEPBEFORE_END,1554170233079,18,
6,1,1,WS_CLOSE_START,1554170233080,18,
6,1,1,WS_CLOSE_END,1554170233080,18,
6,1,1,PLAYBACK_DONE,1554170233080,0,
