# http://127.0.0.1:3644 --workers 5 --loaded-duration-minutes 2 --output-dir plot-render-async/plot-render-async-output
# {"appUrl":"http://127.0.0.1:3644","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"plot-render-async/plot-render-async-output","overwriteOutput":false,"recordingPath":"plot-render-async/plot-render-async.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
11,1,2,PLAYER_SESSION_CREATE,1554203230693,0,
11,1,2,REQ_HOME_START,1554203230693,3,
11,1,2,REQ_HOME_END,1554203230734,3,
11,1,2,WS_OPEN_START,1554203230734,4,
11,1,2,WS_OPEN_END,1554203230737,4,
11,1,2,PLAYBACK_SLEEPBEFORE_START,1554203230738,5,
11,1,2,PLAYBACK_SLEEPBEFORE_END,1554203230758,5,
11,1,2,WS_SEND_START,1554203230758,5,
11,1,2,WS_SEND_END,1554203230758,5,
11,1,2,WS_RECV_INIT_START,1554203230758,6,
11,1,2,WS_RECV_INIT_END,1554203230758,6,
11,1,2,WS_RECV_START,1554203230759,7,
11,1,2,WS_RECV_END,1554203233302,7,
11,1,2,PLAYBACK_SLEEPBEFORE_START,1554203233302,8,
11,1,2,PLAYBACK_SLEEPBEFORE_END,1554203265299,8,
11,1,2,WS_CLOSE_START,1554203265299,8,
11,1,2,WS_CLOSE_END,1554203265299,8,
11,1,2,PLAYBACK_DONE,1554203265299,0,
