# http://127.0.0.1:3644 --workers 5 --loaded-duration-minutes 2 --output-dir plot-render-async/plot-render-async-output
# {"appUrl":"http://127.0.0.1:3644","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"plot-render-async/plot-render-async-output","overwriteOutput":false,"recordingPath":"plot-render-async/plot-render-async.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
15,0,3,PLAYER_SESSION_CREATE,1554203259013,0,
15,0,3,REQ_HOME_START,1554203259013,3,
15,0,3,REQ_HOME_END,1554203259038,3,
15,0,3,WS_OPEN_START,1554203259038,4,
15,0,3,WS_OPEN_END,1554203259041,4,
15,0,3,PLAYBACK_SLEEPBEFORE_START,1554203259042,5,
15,0,3,PLAYBACK_SLEEPBEFORE_END,1554203259064,5,
15,0,3,WS_SEND_START,1554203259064,5,
15,0,3,WS_SEND_END,1554203259064,5,
15,0,3,WS_RECV_INIT_START,1554203259064,6,
15,0,3,WS_RECV_INIT_END,1554203259064,6,
15,0,3,WS_RECV_START,1554203259064,7,
15,0,3,WS_RECV_END,1554203261549,7,
15,0,3,PLAYBACK_SLEEPBEFORE_START,1554203261549,8,
15,0,3,PLAYBACK_SLEEPBEFORE_END,1554203293545,8,
15,0,3,WS_CLOSE_START,1554203293546,8,
15,0,3,WS_CLOSE_END,1554203293546,8,
15,0,3,PLAYBACK_DONE,1554203293546,0,
