# http://127.0.0.1:3644 --workers 5 --loaded-duration-minutes 2 --output-dir plot-render-async/plot-render-async-output
# {"appUrl":"http://127.0.0.1:3644","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"plot-render-async/plot-render-async-output","overwriteOutput":false,"recordingPath":"plot-render-async/plot-render-async.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
14,4,2,PLAYER_SESSION_CREATE,1554203251504,0,
14,4,2,REQ_HOME_START,1554203251504,3,
14,4,2,REQ_HOME_END,1554203251547,3,
14,4,2,WS_OPEN_START,1554203251547,4,
14,4,2,WS_OPEN_END,1554203251550,4,
14,4,2,PLAYBACK_SLEEPBEFORE_START,1554203251550,5,
14,4,2,PLAYBACK_SLEEPBEFORE_END,1554203251574,5,
14,4,2,WS_SEND_START,1554203251574,5,
14,4,2,WS_SEND_END,1554203251574,5,
14,4,2,WS_RECV_INIT_START,1554203251574,6,
14,4,2,WS_RECV_INIT_END,1554203251575,6,
14,4,2,WS_RECV_START,1554203251575,7,
14,4,2,WS_RECV_END,1554203254096,7,
14,4,2,PLAYBACK_SLEEPBEFORE_START,1554203254096,8,
14,4,2,PLAYBACK_SLEEPBEFORE_END,1554203286093,8,
14,4,2,WS_CLOSE_START,1554203286094,8,
14,4,2,WS_CLOSE_END,1554203286094,8,
14,4,2,PLAYBACK_DONE,1554203286094,0,
