# http://127.0.0.1:4908 --workers 5 --loaded-duration-minutes 2 --output-dir plot-render-cache/plot-render-cache-output
# {"appUrl":"http://127.0.0.1:4908","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"plot-render-cache/plot-render-cache-output","overwriteOutput":false,"recordingPath":"plot-render-cache/plot-render-cache.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
23,3,4,PLAYER_SESSION_CREATE,1554171768112,0,
23,3,4,REQ_HOME_START,1554171768112,3,
23,3,4,REQ_HOME_END,1554171768138,3,
23,3,4,REQ_GET_START,1554171768138,4,
23,3,4,REQ_GET_END,1554171768141,4,
23,3,4,REQ_GET_START,1554171768141,5,
23,3,4,REQ_GET_END,1554171768144,5,
23,3,4,REQ_GET_START,1554171768144,6,
23,3,4,REQ_GET_END,1554171768146,6,
23,3,4,REQ_GET_START,1554171768146,7,
23,3,4,REQ_GET_END,1554171768149,7,
23,3,4,REQ_GET_START,1554171768149,8,
23,3,4,REQ_GET_END,1554171768151,8,
23,3,4,REQ_GET_START,1554171768151,9,
23,3,4,REQ_GET_END,1554171768153,9,
23,3,4,REQ_GET_START,1554171768153,10,
23,3,4,REQ_GET_END,1554171768155,10,
23,3,4,REQ_GET_START,1554171768155,11,
23,3,4,REQ_GET_END,1554171768157,11,
23,3,4,REQ_GET_START,1554171768157,12,
23,3,4,REQ_GET_END,1554171768159,12,
23,3,4,REQ_GET_START,1554171768159,13,
23,3,4,REQ_GET_END,1554171768160,13,
23,3,4,WS_OPEN_START,1554171768160,14,
23,3,4,WS_OPEN_END,1554171768164,14,
23,3,4,PLAYBACK_SLEEPBEFORE_START,1554171768164,15,
23,3,4,PLAYBACK_SLEEPBEFORE_END,1554171768192,15,
23,3,4,WS_SEND_START,1554171768192,15,
23,3,4,WS_SEND_END,1554171768192,15,
23,3,4,WS_RECV_INIT_START,1554171768192,16,
23,3,4,WS_RECV_INIT_END,1554171768192,16,
23,3,4,WS_RECV_START,1554171768192,17,
23,3,4,WS_RECV_END,1554171768272,17,
23,3,4,PLAYBACK_SLEEPBEFORE_START,1554171768272,18,
23,3,4,PLAYBACK_SLEEPBEFORE_END,1554171794301,18,
23,3,4,WS_CLOSE_START,1554171794302,18,
23,3,4,WS_CLOSE_END,1554171794302,18,
23,3,4,PLAYBACK_DONE,1554171794302,0,
