# http://127.0.0.1:4908 --workers 5 --loaded-duration-minutes 2 --output-dir plot-render-cache/plot-render-cache-output
# {"appUrl":"http://127.0.0.1:4908","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"plot-render-cache/plot-render-cache-output","overwriteOutput":false,"recordingPath":"plot-render-cache/plot-render-cache.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
3,3,0,PLAYER_SESSION_CREATE,1554171663265,0,
3,3,0,REQ_HOME_START,1554171663266,3,
3,3,0,REQ_HOME_END,1554171663290,3,
3,3,0,REQ_GET_START,1554171663291,4,
3,3,0,REQ_GET_END,1554171663293,4,
3,3,0,REQ_GET_START,1554171663293,5,
3,3,0,REQ_GET_END,1554171663297,5,
3,3,0,REQ_GET_START,1554171663297,6,
3,3,0,REQ_GET_END,1554171663313,6,
3,3,0,REQ_GET_START,1554171663313,7,
3,3,0,REQ_GET_END,1554171663317,7,
3,3,0,REQ_GET_START,1554171663318,8,
3,3,0,REQ_GET_END,1554171663321,8,
3,3,0,REQ_GET_START,1554171663321,9,
3,3,0,REQ_GET_END,1554171663323,9,
3,3,0,REQ_GET_START,1554171663323,10,
3,3,0,REQ_GET_END,1554171663326,10,
3,3,0,REQ_GET_START,1554171663326,11,
3,3,0,REQ_GET_END,1554171663329,11,
3,3,0,REQ_GET_START,1554171663329,12,
3,3,0,REQ_GET_END,1554171663331,12,
3,3,0,REQ_GET_START,1554171663331,13,
3,3,0,REQ_GET_END,1554171663333,13,
3,3,0,WS_OPEN_START,1554171663333,14,
3,3,0,WS_OPEN_END,1554171663337,14,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1554171663337,15,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1554171663361,15,
3,3,0,WS_SEND_START,1554171663361,15,
3,3,0,WS_SEND_END,1554171663362,15,
3,3,0,WS_RECV_INIT_START,1554171663362,16,
3,3,0,WS_RECV_INIT_END,1554171663426,16,
3,3,0,WS_RECV_START,1554171663426,17,
3,3,0,WS_RECV_END,1554171663493,17,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1554171663493,18,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1554171689523,18,
3,3,0,WS_CLOSE_START,1554171689524,18,
3,3,0,WS_CLOSE_END,1554171689524,18,
3,3,0,PLAYBACK_DONE,1554171689524,0,
